,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
691,I'll Be Alright,0oflTn1bxRy8HLcB2TLxQ8,7ozIozDp260fjNOZy1yzRG,0.652,0.653,1.0,-8.454,1.0,0.035,0.281,0.253,0.173,0.201,100.028,127500.0
692,Wanderlust,0xQvDgJY4HRBsRJp8ob5X0,7ozIozDp260fjNOZy1yzRG,0.788,0.392,0.0,-11.323,1.0,0.0571,0.72,0.78,0.169,0.294,105.018,111750.0
693,For the Night,2mjSiVGmVNOWrGmKx4BrXb,7ozIozDp260fjNOZy1yzRG,0.628,0.333,6.0,-16.214,0.0,0.0509,0.377,0.00424,0.299,0.391,105.138,156571.0
694,In the Air Tonight,5UlbzsUMkLUZS1k3ctEDX8,7ozIozDp260fjNOZy1yzRG,0.593,0.632,7.0,-8.215,0.0,0.193,0.75,0.00522,0.472,0.435,108.009,119583.0
695,Used to Be,1IFTXJxUHi27k99C9Vbl5j,7ozIozDp260fjNOZy1yzRG,0.699,0.551,1.0,-9.898,0.0,0.0564,0.274,0.019,0.131,0.262,110.07,159273.0
696,Road 85,0A6zWnazFaOciUC6z3eqLH,7ozIozDp260fjNOZy1yzRG,0.616,0.593,2.0,-12.991,1.0,0.0488,0.151,0.00136,0.166,0.235,110.03,108409.0
697,True Love,1w6lRo2aEfxCShmR3mXQVr,7ozIozDp260fjNOZy1yzRG,0.698,0.674,5.0,-6.888,0.0,0.0458,0.65,0.00278,0.345,0.29,109.849,132044.0
698,Let Me Out,3pwI3dH47MCTupCg1WjQTL,7ozIozDp260fjNOZy1yzRG,0.785,0.283,1.0,-13.395,0.0,0.107,0.736,1.71e-06,0.167,0.221,116.951,120513.0
699,My Paradise,5ezhJugcIYZ49cUAzLtB5W,7ozIozDp260fjNOZy1yzRG,0.606,0.745,11.0,-6.977,0.0,0.0733,0.275,0.00242,0.239,0.229,109.934,109773.0
700,Alive,3QL8lC29II0KNsDtPh1UyU,7ozIozDp260fjNOZy1yzRG,0.671,0.523,5.0,-8.541,1.0,0.0604,0.0414,0.000303,0.842,0.234,118.007,153051.0
701,Moonlight,1RuxVeNflSBKHfPiejlnu0,7ozIozDp260fjNOZy1yzRG,0.739,0.282,0.0,-16.588,1.0,0.543,0.926,6.14e-06,0.108,0.28,101.952,95882.0
702,What I Have with You,76yso71etUd9iGbm1tqR0a,7ozIozDp260fjNOZy1yzRG,0.608,0.486,2.0,-8.78,1.0,0.0463,0.716,6.31e-06,0.117,0.572,104.106,142500.0
703,Head Over Heels,3pYmfiXXTIbtl37XxGdV8G,7ozIozDp260fjNOZy1yzRG,0.896,0.504,2.0,-8.682,0.0,0.0482,0.689,0.00766,0.128,0.407,112.011,123214.0
704,Lullaby,5xzCzOAOfRi4DOttSzvznR,5U2MYFAcQ3yT7XbHYgGPmb,0.725,0.834,5.0,-3.913,0.0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022.0
705,Ocean View,3lTwoQPiDlJqn6dRoE0Adl,7ozIozDp260fjNOZy1yzRG,0.572,0.293,1.0,-14.133,1.0,0.0831,0.862,0.0479,0.124,0.381,106.96,110888.0
706,A Love that Loves,7rpO4TBnlWVI01Z63HsJie,7ozIozDp260fjNOZy1yzRG,0.542,0.505,9.0,-6.619,1.0,0.119,0.667,0.0,0.157,0.481,92.062,118370.0
707,Ocean Eyes,4l7gfaL2EDvuJWEuLcNpvA,7ozIozDp260fjNOZy1yzRG,0.612,0.626,2.0,-10.925,0.0,0.042,0.0672,0.00112,0.275,0.548,102.013,105882.0
708,Down,6P0h5MsAGReeMk3cn2H6xJ,7ozIozDp260fjNOZy1yzRG,0.567,0.381,2.0,-15.298,1.0,0.0448,0.729,0.0973,0.132,0.111,92.03,106630.0
709,Thinking Bout You,3zKugWccmjRYXmfTk2Uhdz,7ozIozDp260fjNOZy1yzRG,0.492,0.549,5.0,-11.042,1.0,0.138,0.735,0.000129,0.11,0.247,191.957,147500.0
710,Ocean Avenue,44ryv4o9yTPKRtR3dmsIBD,7ozIozDp260fjNOZy1yzRG,0.619,0.322,8.0,-13.006,1.0,0.0547,0.728,0.000178,0.173,0.317,109.172,114358.0
711,On Repeat,1Ik8e3jklNYguREjAai4kb,7ozIozDp260fjNOZy1yzRG,0.783,0.431,0.0,-14.444,1.0,0.0558,0.871,0.112,0.119,0.22,111.938,129643.0
712,Only Thing,4NXyx7lOlbdgXEkQS1G867,7ozIozDp260fjNOZy1yzRG,0.481,0.521,11.0,-8.958,0.0,0.0448,0.656,0.000703,0.462,0.242,112.896,121062.0
713,Tightrope,7CIKrfiUZiNsPtPIOExRNS,7ozIozDp260fjNOZy1yzRG,0.823,0.453,1.0,-10.306,0.0,0.041,0.674,0.00396,0.133,0.389,111.963,123750.0
714,Leave Me Low,1fhFDn9W8ehz6rqomxDUW4,35oLMiAK4VM2T0ek3PTPIc,0.733,0.411,10.0,-11.507,1.0,0.0407,0.54,0.00169,0.182,0.359,125.03,178560.0
715,love u a little more,6khrEq9cohMhzMJpr6ItZz,7ozIozDp260fjNOZy1yzRG,0.574,0.531,3.0,-7.051,1.0,0.0885,0.755,8.88e-06,0.152,0.571,100.067,109800.0
716,The Light,5F9NbJZJBoaMCtqGE2DVGs,7ozIozDp260fjNOZy1yzRG,0.46,0.42,10.0,-13.705,0.0,0.0499,0.0938,0.0,0.136,0.282,98.624,100408.0
717,Learning to Fly,5Z2aONuwIe5uq4fZMNrhhd,7ozIozDp260fjNOZy1yzRG,0.809,0.617,1.0,-6.705,0.0,0.0413,0.439,1.75e-05,0.215,0.231,115.082,119478.0
718,Nightfall,36MDQIfpwiFMXihrEeaQNo,7ozIozDp260fjNOZy1yzRG,0.579,0.352,2.0,-15.726,1.0,0.0668,0.77,0.0315,0.104,0.229,93.054,105806.0
719,I Lost My Mind,1zj1h0jwSvO5nMMUW1deH0,7ozIozDp260fjNOZy1yzRG,0.561,0.35,2.0,-14.376,1.0,0.0319,0.0627,0.076,0.1,0.173,98.06,105918.0
720,Wild Eyes,7GbVyjKvyo9BvBOIKnXYLZ,7ozIozDp260fjNOZy1yzRG,0.635,0.435,11.0,-12.864,0.0,0.05,0.159,0.575,0.205,0.102,98.069,120000.0
721,Summertime,1ijqGNeQBWYSO9X5YyaQdo,7ozIozDp260fjNOZy1yzRG,0.671,0.346,8.0,-13.341,0.0,0.051,0.403,0.846,0.159,0.238,100.03,122175.0
722,Sad in July,5tvuJ9ZEdyGr8M9CLGrAgw,7ozIozDp260fjNOZy1yzRG,0.687,0.465,4.0,-13.915,0.0,0.0772,0.247,1.2e-05,0.0798,0.18,100.065,136800.0
723,The Way,7AcTEkkDwIGwYsl251tEjN,7ozIozDp260fjNOZy1yzRG,0.747,0.651,1.0,-4.203,0.0,0.16,0.611,0.00354,0.393,0.244,103.99,114375.0
724,Late Night Car Talks,25qBZ9T39CQ6xiGRtLAqGE,7ozIozDp260fjNOZy1yzRG,0.387,0.398,7.0,-11.509,0.0,0.0316,0.441,0.0,0.431,0.643,101.311,130286.0
725,Still on My Mind,6tsgmTbVDKXPVZlNYVpylr,7ozIozDp260fjNOZy1yzRG,0.716,0.413,2.0,-11.443,1.0,0.0371,0.804,0.81,0.0847,0.117,102.97,124660.0
726,New Beginning,0Dr64su0wE4mT9MlNPNB71,7ozIozDp260fjNOZy1yzRG,0.567,0.457,0.0,-13.302,1.0,0.0288,0.113,0.00267,0.199,0.166,109.978,132000.0
727,Crying Rivers,7ECHSAmVIUjtTCz0tkzeT1,7ozIozDp260fjNOZy1yzRG,0.841,0.475,11.0,-15.066,1.0,0.0355,0.668,0.794,0.115,0.556,105.025,120075.0
728,Wherever You Go,04PFmhMcPH9AmbD8SsNEaF,7ozIozDp260fjNOZy1yzRG,0.781,0.61,8.0,-8.544,1.0,0.0299,0.301,0.00111,0.177,0.81,110.028,150000.0
729,Maybe Forever,5WEnqVbJIwMfZFtt9Uzvda,7ozIozDp260fjNOZy1yzRG,0.762,0.639,0.0,-6.888,1.0,0.117,0.704,0.00129,0.129,0.633,105.011,145143.0
730,Found You,6xRwyjj47ZusjfUYtqxj8v,7ozIozDp260fjNOZy1yzRG,0.69,0.475,0.0,-12.677,1.0,0.156,0.473,6.87e-05,0.205,0.336,115.909,118965.0
731,Can't Say No,50SsIA2Gmd1E4BpwZTsWiQ,7ozIozDp260fjNOZy1yzRG,0.647,0.378,0.0,-12.798,0.0,0.0545,0.48,0.000849,0.166,0.148,111.948,111295.0
732,I Wanna Go,5GXOvoBf9PGIfmpjHf7Bo6,7ozIozDp260fjNOZy1yzRG,0.667,0.39,11.0,-12.9,0.0,0.032,0.133,0.000193,0.191,0.437,109.925,116182.0
733,You're My Lover,7pGeQ9LAiV8x1QBDhDT0D0,7ozIozDp260fjNOZy1yzRG,0.713,0.331,3.0,-14.405,0.0,0.0394,0.492,0.000843,0.182,0.355,109.948,117911.0
734,Far Away,0mJLulL3XQcoITz4wv8G6k,7ozIozDp260fjNOZy1yzRG,0.675,0.496,2.0,-13.906,1.0,0.0336,0.223,0.000686,0.342,0.424,109.974,133636.0
735,Forget,0TbpRYBOKQKJE4gj21xGSr,7ozIozDp260fjNOZy1yzRG,0.723,0.451,6.0,-12.95,0.0,0.0503,0.292,0.317,0.473,0.101,115.046,177652.0
736,Benediction,1RzVZxakvpqn7y7p62iU0i,7ozIozDp260fjNOZy1yzRG,0.834,0.424,3.0,-16.572,1.0,0.465,0.85,0.841,0.127,0.389,119.973,159017.0
737,Chevrolet,34MZNSs5u18dx1iAazOdjj,7ozIozDp260fjNOZy1yzRG,0.63,0.658,7.0,-8.196,1.0,0.0305,0.0497,0.00412,0.882,0.148,117.002,133333.0
738,Hearts Collide,3EbeZtfFbp2zAYZyJv55Kg,7ozIozDp260fjNOZy1yzRG,0.668,0.657,5.0,-9.867,1.0,0.0607,0.795,0.118,0.279,0.246,116.051,118966.0
739,So Easy to Love You,52yq0r1kM8K6ZhAdcyZvJu,7ozIozDp260fjNOZy1yzRG,0.658,0.445,5.0,-7.667,1.0,0.0283,0.62,0.0,0.349,0.223,112.007,122277.0
740,Made for Us,7tIOBS4mZzpAoVDBFdOEhW,7ozIozDp260fjNOZy1yzRG,0.73,0.723,2.0,-5.381,1.0,0.0344,0.124,2.92e-05,0.383,0.787,116.973,101538.0
741,Somebody Like You,6t0qnREJkdyH5Ojehn0kZg,35oLMiAK4VM2T0ek3PTPIc,0.761,0.675,8.0,-7.342,1.0,0.0431,0.188,0.000256,0.0945,0.324,94.994,193585.0
742,Good Vibes,6iM5YlBhftinw3qHJdd2qp,7ozIozDp260fjNOZy1yzRG,0.92,0.63,0.0,-5.973,1.0,0.0529,0.462,0.00293,0.1,0.486,117.999,109831.0
743,Autumn,6JE7vpPPqkbJAPmSif20Sq,7ozIozDp260fjNOZy1yzRG,0.656,0.333,10.0,-18.647,0.0,0.0286,0.906,0.161,0.105,0.526,110.007,125766.0
744,Closer,3EyDxY5rUqi8j9O2q6xDrR,7ozIozDp260fjNOZy1yzRG,0.47,0.401,9.0,-15.579,0.0,0.0541,0.43,0.00228,0.0897,0.317,105.233,114403.0
745,Someone Else,5lj1H2fMENqNAhVdrmOkRG,7ozIozDp260fjNOZy1yzRG,0.593,0.403,0.0,-14.28,0.0,0.0701,0.507,0.0319,0.127,0.353,107.074,146916.0
746,Rhythm of Your Heartbeat,5mNguZtsGMo0KSiPoEsvf4,7ozIozDp260fjNOZy1yzRG,0.63,0.624,1.0,-8.028,1.0,0.0532,0.329,3.46e-06,0.58,0.391,110.099,126545.0
747,What U Waiting For,3mhdVQJbfKUmIBnifQ7yM3,7ozIozDp260fjNOZy1yzRG,0.631,0.549,9.0,-9.945,1.0,0.0465,0.136,6.2e-06,0.685,0.278,110.033,100364.0
748,Doves,3En9K3VwSi5HAv2vqPBO6E,7ozIozDp260fjNOZy1yzRG,0.825,0.312,11.0,-12.942,0.0,0.0596,0.409,0.264,0.108,0.313,109.958,146727.0
749,Lighthouse,3KGbQLrg2Lj0JH2W81LhO4,35oLMiAK4VM2T0ek3PTPIc,0.542,0.875,1.0,-3.068,1.0,0.0321,0.0795,1.07e-05,0.061,0.244,154.945,167663.0
750,First Day,6SFb98cOW31efgoYswPb9l,7ozIozDp260fjNOZy1yzRG,0.668,0.57,5.0,-9.317,0.0,0.0283,0.622,0.365,0.254,0.239,111.944,122982.0
751,Miracles,5go8VqRKBuPFPBWcyJNlcc,7ozIozDp260fjNOZy1yzRG,0.76,0.434,11.0,-13.384,0.0,0.0528,0.902,0.000544,0.106,0.234,113.933,142105.0
752,Thinkin' About You,4RI44Enorlzs9ytJ3nE4Jh,7ozIozDp260fjNOZy1yzRG,0.662,0.46,7.0,-6.593,0.0,0.0359,0.812,0.0255,0.0757,0.119,115.027,137739.0
753,All Falls Down,0vf56Dq5kF9G9Zd9H20gwi,7ozIozDp260fjNOZy1yzRG,0.82,0.561,4.0,-7.38,1.0,0.065,0.717,0.00415,0.141,0.48,98.014,139286.0
754,In the Sky,5T5rO4oqOLDHSqa6WePzz3,7ozIozDp260fjNOZy1yzRG,0.541,0.677,11.0,-10.171,1.0,0.0488,0.868,8.79e-05,0.402,0.168,111.906,106071.0
755,Falling,6Feh8q8vWGfJhc9xPKUIP2,35oLMiAK4VM2T0ek3PTPIc,0.58,0.629,2.0,-6.513,1.0,0.0444,0.506,1.84e-05,0.104,0.0668,126.254,200060.0
756,City Lights,0q8zQwTzAeSKX3GgqlWNDF,7ozIozDp260fjNOZy1yzRG,0.731,0.524,2.0,-8.899,1.0,0.0376,0.724,0.000879,0.352,0.408,118.002,120763.0
757,Off My Mind,3vTr9O9gEStKRoBNUPbSXF,7ozIozDp260fjNOZy1yzRG,0.798,0.377,11.0,-9.938,0.0,0.0505,0.574,0.000991,0.0928,0.338,118.005,124195.0
758,Down from This High,22Vc2xWl37s1f0P9cbjIdR,7ozIozDp260fjNOZy1yzRG,0.708,0.634,0.0,-8.588,1.0,0.0352,0.0659,0.0,0.231,0.351,106.055,110377.0
759,Last Night,1hrAQcYSB04pglky6NjYRw,7ozIozDp260fjNOZy1yzRG,0.832,0.659,11.0,-7.53,0.0,0.0325,0.221,0.000299,0.273,0.527,115.058,144522.0
760,Lost Things,3fSwHbIIsBbjGoJXCLFkOp,7ozIozDp260fjNOZy1yzRG,0.613,0.373,10.0,-16.609,1.0,0.0463,0.782,0.356,0.0983,0.189,119.89,145250.0
761,Alibi,3JHiGCxTJCPEPeBcSpRWJF,7ozIozDp260fjNOZy1yzRG,0.559,0.369,8.0,-12.689,1.0,0.0496,0.724,2.67e-06,0.474,0.452,113.02,123451.0
762,Paradise,0qmJimv9uh5oiDEwmOrBk3,35oLMiAK4VM2T0ek3PTPIc,0.708,0.812,9.0,-4.475,1.0,0.0888,0.289,2.73e-05,0.125,0.0719,103.004,231032.0
763,Paradox,5shwCOL2t5w0IDUgvqzSBh,7ozIozDp260fjNOZy1yzRG,0.663,0.577,5.0,-12.802,1.0,0.277,0.714,0.944,0.146,0.179,108.127,111667.0
764,Upside Down,08rMTQOpX5weLRWCdDwosK,7ozIozDp260fjNOZy1yzRG,0.772,0.423,8.0,-10.976,1.0,0.0477,0.387,0.0,0.172,0.417,106.962,157009.0
765,Beautiful,745bEQatiiXDtBe1AdQY2P,35oLMiAK4VM2T0ek3PTPIc,0.614,0.709,11.0,-5.742,0.0,0.0428,0.0349,0.0,0.0904,0.269,123.843,217766.0
766,Take Me to The Stars,1QhdwIwROwoOklvGpBicMD,7ozIozDp260fjNOZy1yzRG,0.638,0.474,2.0,-7.987,1.0,0.0815,0.329,6.82e-06,0.41,0.267,174.007,124138.0
767,Under Water,4b6QTCGNnMV0yT8dyTo72t,7ozIozDp260fjNOZy1yzRG,0.684,0.561,5.0,-8.369,1.0,0.0404,0.57,0.0408,0.0947,0.279,115.995,118190.0
768,Stars,321gv2jshdnYZ2hZSjPwuI,5U2MYFAcQ3yT7XbHYgGPmb,0.538,0.749,4.0,-2.922,0.0,0.0359,0.0626,0.0,0.436,0.0855,128.002,238125.0
769,Wasted Heart,5iDkUE5DcnEUvingHGqFrj,7ozIozDp260fjNOZy1yzRG,0.663,0.455,11.0,-13.672,0.0,0.0817,0.614,0.555,0.116,0.141,107.999,144444.0
770,Take Me Dancing,7J9SWm2yp6mDmbM4ESRCAQ,7ozIozDp260fjNOZy1yzRG,0.702,0.446,11.0,-15.857,1.0,0.197,0.624,0.000781,0.592,0.107,114.01,140526.0
771,Waterfall,4Z98AQ3fqEhYOsomPKkJP4,7ozIozDp260fjNOZy1yzRG,0.775,0.18,11.0,-19.672,0.0,0.058,0.728,0.808,0.0922,0.167,110.989,109189.0
772,On My Mind,683bz6XpUvJOG16eJZlxZS,7ozIozDp260fjNOZy1yzRG,0.715,0.47,5.0,-8.606,1.0,0.0379,0.675,0.00016,0.256,0.356,119.973,132000.0
773,Sundown,5kwVNldgZXSICPob1RFSnu,7ozIozDp260fjNOZy1yzRG,0.651,0.468,10.0,-15.614,0.0,0.143,0.647,0.703,0.0996,0.294,104.035,117981.0
774,I Think I Like It,4h6qkEmM0CQGmtlgyLoiQS,7ozIozDp260fjNOZy1yzRG,0.611,0.577,9.0,-7.87,1.0,0.0261,0.527,0.0713,0.142,0.311,102.956,131796.0
775,Move On - Chill Edit,5b0CE2qepSGqVVozdoQBwj,7ozIozDp260fjNOZy1yzRG,0.791,0.55,0.0,-7.598,1.0,0.0572,0.764,1.98e-05,0.0662,0.418,97.035,142887.0
776,Sunset Love,4C68cznvnjF96m0nqtq0NV,7ozIozDp260fjNOZy1yzRG,0.583,0.293,11.0,-14.757,1.0,0.0786,0.894,0.0155,0.138,0.115,90.955,108132.0
777,Deeper Dive,68JykFEO4KSywbP7avbog4,7ozIozDp260fjNOZy1yzRG,0.634,0.377,11.0,-13.509,0.0,0.0513,0.635,0.0,0.169,0.362,98.995,116364.0
778,Road Trip,1dYQGKg95iWiHs5gtYyfbF,7ozIozDp260fjNOZy1yzRG,0.571,0.502,3.0,-10.249,0.0,0.114,0.179,2.64e-06,0.118,0.355,175.902,147273.0
779,Counterfeit,4jlod5Jgj3yiH8FcSLXrcv,7ozIozDp260fjNOZy1yzRG,0.571,0.45,7.0,-12.373,0.0,0.155,0.641,6.38e-05,0.13,0.2,100.192,140400.0
780,Last Train Home,7dKYUSJXp0FWmEyon1Iwxr,7ozIozDp260fjNOZy1yzRG,0.748,0.588,4.0,-9.711,1.0,0.0488,0.341,9.36e-05,0.243,0.68,114.963,119217.0
781,Behind Blue Eyes,6vzaB8iwzLotT36pwAfFCp,7ozIozDp260fjNOZy1yzRG,0.622,0.486,1.0,-8.738,1.0,0.439,0.156,4.63e-06,0.384,0.272,119.982,130629.0
782,Feel It Still,1Bt0UAApn7Oxdam3lQs1vo,35oLMiAK4VM2T0ek3PTPIc,0.686,0.679,11.0,-7.524,0.0,0.0334,0.0696,4.29e-06,0.0887,0.308,123.942,222591.0
783,Home for A Summer,1WP5zgURWZWrBzGycpV48n,7ozIozDp260fjNOZy1yzRG,0.642,0.375,0.0,-14.612,0.0,0.0686,0.55,4.14e-05,0.181,0.291,115.038,115304.0
784,Call Me,6WlsK9axXJkpqRiK9InVOR,7ozIozDp260fjNOZy1yzRG,0.781,0.41,4.0,-17.02,0.0,0.22,0.794,0.79,0.167,0.423,110.12,108000.0
785,Nature,3lMP9AgWS0lBviNakFflwC,7ozIozDp260fjNOZy1yzRG,0.639,0.318,0.0,-16.424,1.0,0.0635,0.508,0.381,0.108,0.0693,109.947,108545.0
786,Flowers & Wine,3WzsG6GGXOTKeWukNNTbPt,7ozIozDp260fjNOZy1yzRG,0.538,0.369,3.0,-14.473,1.0,0.0309,0.0977,0.00844,0.176,0.2,100.027,121800.0
787,Sunrider,57BjBUlKLXpzvveTapqUDP,7ozIozDp260fjNOZy1yzRG,0.531,0.615,7.0,-8.762,1.0,0.0358,0.274,0.655,0.0883,0.262,100.027,128000.0
788,The Sea Garden,1pQh3WWMVsyvXtAgV8J3r8,7ozIozDp260fjNOZy1yzRG,0.687,0.335,11.0,-12.111,1.0,0.0325,0.897,0.575,0.358,0.237,98.008,120612.0
789,Crazy,64fwanXDvwmsQrLsDSVHMv,35oLMiAK4VM2T0ek3PTPIc,0.765,0.762,11.0,-5.069,0.0,0.123,0.42,8.58e-05,0.104,0.444,114.975,153391.0
790,Wasting Love,57UWfCanZsaBLtKVdceMOp,7ozIozDp260fjNOZy1yzRG,0.682,0.522,2.0,-11.516,1.0,0.0807,0.667,0.00139,0.35,0.0508,97.032,133608.0
791,Wherever We Go,1dIE8rwAKmz9qvoKD1NgM1,7ozIozDp260fjNOZy1yzRG,0.781,0.568,2.0,-10.221,1.0,0.0422,0.44,0.0536,0.312,0.0774,111.991,123567.0
792,Like I Love You,4sh506lJZac1T4o4NqtIuS,35oLMiAK4VM2T0ek3PTPIc,0.863,0.588,1.0,-7.141,1.0,0.0847,0.142,3.42e-05,0.457,0.751,117.911,190174.0
793,Valerie,7xeHe1pElnsyrZX9N4dsEK,7ozIozDp260fjNOZy1yzRG,0.632,0.616,9.0,-6.794,1.0,0.202,0.145,1.34e-06,0.178,0.248,114.917,118939.0
794,Heart of Gold,2a98R2jUGHlV4CdIVpargg,7ozIozDp260fjNOZy1yzRG,0.862,0.554,2.0,-10.135,1.0,0.0667,0.313,4.27e-05,0.365,0.525,114.984,138684.0
795,Mine,5H1jO8SyOdNeueauLa6oHn,7ozIozDp260fjNOZy1yzRG,0.799,0.716,1.0,-5.961,1.0,0.0485,0.403,2.82e-05,0.0892,0.614,116.033,111983.0
796,Be with You,1hfy1luBXWT1e1RBb8i53q,7ozIozDp260fjNOZy1yzRG,0.835,0.641,11.0,-6.521,0.0,0.0373,0.622,0.23,0.0996,0.633,120.027,110000.0
797,Red Lights,1ryzhqG76BP2Xsen33g27m,7ozIozDp260fjNOZy1yzRG,0.713,0.721,1.0,-6.866,0.0,0.166,0.756,8.74e-05,0.104,0.431,119.934,110000.0
798,Your Girl,0QyTftwKiEdqReVB1NwHfR,7ozIozDp260fjNOZy1yzRG,0.728,0.497,7.0,-7.709,1.0,0.0314,0.749,0.000774,0.215,0.335,109.979,106364.0
799,Won't Stay Away,6q2GNZupAP29UtgYrrmEIm,7ozIozDp260fjNOZy1yzRG,0.452,0.358,0.0,-15.045,1.0,0.0431,0.573,0.0,0.0975,0.235,110.106,121081.0
800,Soft Curtains,3JMW0ie2hO5uZ6tv3Zbayd,7ozIozDp260fjNOZy1yzRG,0.757,0.348,1.0,-17.5,1.0,0.0507,0.771,0.884,0.103,0.247,110.024,176727.0
801,Is It Okay,4NiJwA7ISXCQKWquZHWohW,7ozIozDp260fjNOZy1yzRG,0.561,0.443,7.0,-12.278,1.0,0.0516,0.751,0.000349,0.712,0.374,112.002,140223.0
802,Show Me,3USDDlXk3S0u4xFnv3NeaX,7ozIozDp260fjNOZy1yzRG,0.605,0.381,1.0,-15.197,1.0,0.0371,0.687,0.000172,0.144,0.334,111.947,122679.0
803,Love so Hardcore,6LxVoUZg138Y5GoVp5PQjY,7ozIozDp260fjNOZy1yzRG,0.738,0.392,6.0,-12.634,1.0,0.0356,0.506,0.345,0.131,0.431,110.027,138000.0
804,Slow Down,0nnSDBKEMlu3DHgNZGTOoX,7ozIozDp260fjNOZy1yzRG,0.596,0.268,9.0,-16.332,0.0,0.0407,0.612,0.000232,0.135,0.263,105.107,149714.0
805,Bucketlist,1jB0dYvOjtxNDMFm1GcAPA,7ozIozDp260fjNOZy1yzRG,0.661,0.414,7.0,-11.908,1.0,0.0657,0.737,1.69e-06,0.235,0.508,100.044,127809.0
806,Falling Into You,2hF8CiE8uyEFzVUKITGKZD,7ozIozDp260fjNOZy1yzRG,0.702,0.336,1.0,-14.314,1.0,0.0772,0.573,7.03e-05,0.231,0.27,104.876,157134.0
807,What I'm Looking For,6NrLhWohJARHxqQRW1cLGg,7ozIozDp260fjNOZy1yzRG,0.427,0.359,5.0,-13.39,1.0,0.0577,0.265,1.43e-05,0.091,0.135,98.233,124615.0
808,A Way of Life,6DHYWelHYuynVVPv2m58wl,4MdI4iitwoDXP7odDScsfN,0.0923,0.031,2.0,-29.351,0.0,0.0454,0.895,0.916,0.0766,0.0344,86.636,483707.0
809,Tessa,2MaUwANhrU6KF8AK71ezsX,4MdI4iitwoDXP7odDScsfN,0.204,0.268,4.0,-14.946,1.0,0.0368,0.861,0.794,0.07,0.0454,120.038,345467.0
810,Now We Are Free,11IXRdEjiH0KL8nh4G1j7d,4MdI4iitwoDXP7odDScsfN,0.328,0.219,9.0,-18.595,1.0,0.0337,0.579,0.0991,0.104,0.0387,138.022,254293.0
811,Time,6ZFbXIJkuI1dVNWvzJzown,4MdI4iitwoDXP7odDScsfN,0.286,0.0968,7.0,-16.806,1.0,0.0323,0.178,0.696,0.0861,0.0395,62.881,275556.0
812,Death of a Legend,5VenxhH7Ejj1CU9rzIRwN6,4MdI4iitwoDXP7odDScsfN,0.128,0.145,0.0,-23.962,1.0,0.0375,0.58,0.951,0.0712,0.0333,52.946,146635.0
813,Bjorn Vows Revenge,3tLDpINhOTRu65bi9jarVD,4MdI4iitwoDXP7odDScsfN,0.194,0.0651,0.0,-24.583,0.0,0.0382,0.769,0.874,0.103,0.0296,87.747,174240.0
814,Even for You,55nTWxTugqCJR1MrtEmkNF,4MdI4iitwoDXP7odDScsfN,0.17,0.181,9.0,-15.291,0.0,0.0443,0.734,0.904,0.0969,0.036,123.616,136373.0
815,The Ride of the Rohirrim,2l0xjJ6Fj72Bw4ReAJBrAo,4MdI4iitwoDXP7odDScsfN,0.218,0.207,7.0,-17.539,1.0,0.035,0.89,0.918,0.0891,0.155,132.606,128693.0
816,"The Breaking of the Fellowship (feat. ""In Dreams"")",1ykbtFnlIjmIFnZ8j6wg6i,4MdI4iitwoDXP7odDScsfN,0.131,0.137,2.0,-20.553,1.0,0.0387,0.934,0.485,0.087,0.0465,78.577,440800.0
817,Statues,2AFFaiIlripSpcTYZXNL7f,4MdI4iitwoDXP7odDScsfN,0.349,0.229,1.0,-20.614,1.0,0.0356,0.537,0.889,0.107,0.0656,129.046,142773.0
818,My Name Is Barbossa,5dUQ00lCQ8IPMs149DIdhf,4MdI4iitwoDXP7odDScsfN,0.0967,0.33,5.0,-10.535,1.0,0.035,0.825,0.878,0.0784,0.0441,88.631,333547.0
819,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,51v7yO07BdGgP6hv0OaDe2,4MdI4iitwoDXP7odDScsfN,0.221,0.32,6.0,-11.829,1.0,0.0315,0.47,0.864,0.114,0.234,103.511,116480.0
820,"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,4MdI4iitwoDXP7odDScsfN,0.0993,0.0902,1.0,-26.307,1.0,0.0428,0.692,0.85,0.0745,0.0382,71.062,463707.0
821,Nuvole Bianche,3weNRklVDqb4Rr5MhKBR3D,4MdI4iitwoDXP7odDScsfN,0.191,0.0582,8.0,-25.398,1.0,0.0578,0.961,0.89,0.0941,0.0454,132.614,357707.0
822,Remember,3BUT32qmBXmlqp3EJkgRfp,4MdI4iitwoDXP7odDScsfN,0.109,0.403,2.0,-13.027,0.0,0.0375,0.564,0.697,0.137,0.134,181.935,189867.0
823,Once There Were Dragons,1CVRLvL9RrM4JSlNzokHPm,4MdI4iitwoDXP7odDScsfN,0.157,0.294,9.0,-17.55,0.0,0.0405,0.572,0.767,0.108,0.0798,143.949,345006.0
824,He's a Pirate,4AD2dterIUjNt1LFNI9Bvi,4MdI4iitwoDXP7odDScsfN,0.453,0.695,10.0,-10.953,1.0,0.0554,0.0223,0.962,0.117,0.126,70.425,90427.0
